#db_name, benchmark,map_construction_time,iteration_time0,iteration_time1...
 adj_rd_s23_e8,pr,619890,71367572,70277855,70490169,69841460,70248005,70824325,68781865,68456211,68623045,68547288
adj_rd_s23_e8,pr,621035,68747982,68588709,68769193,68890523,69091519,69194164,69283869,73102620,69120370,68852984
adj_rd_s23_e8,pr,625373,69578941,69537502,69229376,68989690,68795078,69090025,69049012,69038336,69069879,69512693
adj_rd_s23_e8,pr,623830,70319126,70604374,70535310,70101671,70603506,70785217,70525120,70528450,70708185,70053934
adj_rd_s23_e8,pr,622287,69867515,70365270,70608273,72327500,73627318,70263384,70495760,70497394,70511401,69007353
adj_rd_s23_e8,pr,619886,68513153,68852700,69378902,68837554,68758542,69212821,69579587,69094919,68910939,69096607
adj_rd_s23_e8,pr,620056,69286501,69857527,69963210,69956148,74784220,72374303,69998007,70106497,69935962,69810469
adj_rd_s23_e8,pr,623117,69386574,70135721,69906689,70179197,70072348,70323708,70182923,69984283,70979402,70160637
adj_rd_s23_e8,pr,621376,70110711,70450986,70990451,70560232,70561088,70708705,70490355,70552097,70506477,70370479
adj_rd_s23_e8,pr,619146,70051008,70318890,69848154,68861857,68686357,68861320,68913293,68971286,68910618,68780945
